INDEX,,,5. EMPLOYMENT: Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,
703,5.1,703-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,90.8,86.9,90.9,92.9,99.4,94.7,106.9,115.1,111.9,122.2,124.2,126.8,132.7,136.5,142.0,..,..,..,,,,,,,,,,,,
703,5.2,703-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,13.1,13.1,13.9,14.4,11.7,10.9,13.1,12.2,12.8,14.0,14.7,15.4,15.9,16.3,16.8,..,..,..,,,,,,,,,,,,
703,5.3,703-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
703,5.4,703-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,25.9,29.7,33.2,34.8,43.7,39.0,47.5,56.3,54.1,59.2,58.7,58.9,63.0,65.2,69.0,..,..,..,,,,,,,,,,,,
703,5.5,703-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,30.3,22.6,22.4,22.1,21.1,22.1,22.4,22.6,21.0,22.2,23.5,23.9,24.4,25.3,25.5,..,..,..,,,,,,,,,,,,
703,5.6,703-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,2.0,1.8,2.4,2.2,2.8,2.8,2.2,2.3,2.3,2.3,2.2,2.7,2.6,2.8,2.9,..,..,..,,,,,,,,,,,,
703,5.7,703-5.7,,,,Other tourism industries,,Thousands,2/,..,..,..,..,..,..,..,..,..,..,19.5,19.7,19.0,19.4,20.1,19.9,21.7,21.7,21.7,24.5,25.1,25.9,26.8,26.9,27.8,..,..,..,,,,,,,,,,,,
705,0,705-0,SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Statistical Register of Employment.,,,,,,,,,,,
705,5.1,705-5.1,,,Total,,,Thousands,1/,..,..,..,44.9,47.7,45.1,44.8,45.0,45.4,45.8,47.2,48.5,50.4,53.0,52.6,50.6,50.4,49.4,48.5,50.1,51.5,54.1,56.1,58.2,59.2,52.2,56.4,57.8,,,,,,,,,,,,
705,5.2,705-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,7.2,7.5,7.9,7.7,7.7,7.8,8.2,8.5,8.9,9.4,9.7,9.4,9.2,9.1,8.9,8.4,8.3,8.4,8.6,9.2,9.5,9.7,8.1,9.5,9.6,,,,,,,,,,,,
705,5.3,705-5.3,,,,Other accommodation services,,Thousands,,..,..,..,0.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.5,2.2,2.1,,,,,,,,,,,,
705,5.4,705-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,20.2,21.2,21.1,21.1,21.3,21.5,21.2,21.6,22.1,22.6,23.1,22.9,21.8,21.8,21.0,20.7,21.7,22.4,24.0,24.5,25.3,26.1,22.6,24.7,25.4,,,,,,,,,,,,
705,5.5,705-5.5,,,,Passenger transportation,,Thousands,,..,..,..,8.1,8.0,5.5,5.3,5.1,5.1,5.1,5.2,5.2,5.4,6.4,6.5,6.1,6.1,6.2,6.1,6.4,6.5,6.7,7.1,7.5,7.1,6.4,6.3,6.5,,,,,,,,,,,,
705,5.6,705-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,1.8,1.8,1.9,1.9,1.6,1.6,1.6,1.6,1.6,1.7,1.9,1.8,1.8,1.7,1.8,1.8,1.8,1.9,1.9,2.1,2.3,2.4,1.7,1.8,2.0,,,,,,,,,,,,
705,5.7,705-5.7,,,,Other tourism industries,,Thousands,,..,..,..,7.2,7.8,7.4,7.5,8.0,8.2,8.5,9.1,9.5,10.1,10.7,10.8,10.6,10.5,10.3,10.3,10.7,11.1,11.6,11.9,12.2,12.5,11.9,12.0,12.2,,,,,,,,,,,,
90,0,90-0,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5.1,90-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
90,5.2,90-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
90,5.3,90-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
90,5.4,90-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
90,5.5,90-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
90,5.6,90-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
90,5.7,90-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,0,706-0,SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,5.1,706-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,5.2,706-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,5.3,706-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,5.4,706-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,5.5,706-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,5.6,706-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
706,5.7,706-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
710,0,710-0,SOUTH AFRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Tourism Satellite Account (TSA) data.,,,,,,,,,,,
710,5.1,710-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,507.4,553.7,569.7,607.0,554.0,567.3,622.9,646.4,658.9,688.5,635.5,630.5,575.9,623.5,780.1,459.5,..,..,,,,,,,,,,,,
710,5.2,710-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,101.6,100.0,108.6,109.0,107.6,112.7,125.3,119.4,102.1,113.8,132.9,127.6,127.3,125.8,118.2,93.7,..,..,,,,,,,,,,,,
710,5.3,710-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0,..,..,,,,,,,,,,,,
710,5.4,710-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,79.7,104.3,105.8,107.7,101.6,107.8,123.7,121.2,117.7,125.3,113.1,122.3,94.4,97.0,144.6,81.1,..,..,,,,,,,,,,,,
710,5.5,710-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,179.4,192.8,191.2,215.0,194.3,202.7,222.4,244.0,239.5,233.0,209.2,195.6,187.0,222.8,287.2,171.3,..,..,,,,,,,,,,,,
710,5.6,710-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,22.9,15.6,16.6,20.2,21.8,22.2,19.2,17.8,24.7,30.1,29.1,30.8,31.0,31.3,32.5,24.0,..,..,,,,,,,,,,,,
710,5.7,710-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,123.8,141.0,147.4,155.1,128.7,121.9,132.3,144.0,174.9,186.3,151.2,154.2,136.2,146.6,197.6,89.4,..,..,,,,,,,,,,,,
728,0,728-0,SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,5.1,728-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
728,5.2,728-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
728,5.3,728-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
728,5.4,728-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
728,5.5,728-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
728,5.6,728-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
728,5.7,728-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
724,0,724-0,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,5.1,724-5.1,,,Total,,,Thousands,,..,"1,574.7","1,637.3","1,686.0","1,772.5","1,918.4","1,956.0","2,074.9","2,162.8","2,237.2","2,345.5","2,498.2","2,575.8","2,623.4","2,158.5","2,152.0","2,160.9","2,077.0","2,083.5","2,203.0","2,322.3","2,447.8","2,510.8","2,604.8","2,673.5","2,333.7","2,367.5","2,633.8",,,,,,,,,,,,
724,5.2,724-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,162.0,170.0,177.4,195.5,210.7,216.7,232.3,248.7,267.0,283.1,285.3,307.1,294.5,284.0,294.4,320.0,282.1,276.2,281.4,303.2,354.7,354.7,361.4,360.1,276.2,271.6,368.1,,,,,,,,,,,,
724,5.3,724-5.3,,,,Other accommodation services,,Thousands,,..,26.1,28.5,23.4,23.4,22.8,24.4,29.2,32.2,30.3,30.6,27.0,29.7,34.4,37.8,31.1,40.7,38.3,37.0,40.4,41.1,41.3,47.8,47.8,47.7,42.5,46.2,49.4,,,,,,,,,,,,
724,5.4,724-5.4,,,,Food and beverage serving activities,,Thousands,,..,601.5,625.0,651.8,704.3,770.1,782.3,840.7,856.0,903.2,977.5,"1,090.4","1,113.6","1,123.7","1,101.5","1,057.6","1,040.3","1,016.5","1,019.4","1,082.0","1,160.8","1,208.2","1,234.6","1,298.5","1,307.6","1,113.4","1,144.2","1,222.9",,,,,,,,,,,,
724,5.5,724-5.5,,,,Passenger transportation,,Thousands,,..,511.4,533.9,540.7,557.7,584.3,582.8,618.6,650.3,643.4,630.8,660.7,672.5,688.6,277.4,280.8,273.2,257.9,257.3,267.6,264.9,269.0,278.9,281.3,317.6,288.4,265.4,282.0,,,,,,,,,,,,
724,5.6,724-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,28.1,27.2,35.4,35.0,38.1,48.4,49.1,48.4,47.3,61.0,61.4,72.0,61.9,57.1,55.7,53.7,54.4,55.7,62.1,74.7,65.1,65.5,78.7,70.1,63.1,66.3,69.3,,,,,,,,,,,,
724,5.7,724-5.7,,,,Other tourism industries,,Thousands,,..,245.6,252.7,257.4,256.7,292.5,301.3,305.1,327.2,346.0,362.7,373.5,380.8,420.3,400.7,432.4,433.0,427.8,437.9,469.6,477.6,509.5,529.3,537.1,570.4,550.1,573.8,642.1,,,,,,,,,,,,
144,0,144-0,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and restaurants.,,,,,,,,,,,
144,5.1,144-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,51.3,52.1,55.0,57.8,67.8,112.5,129.8,135.9,146.1,156.4,169.0,173.6,176.0,177.5,190.5,,,,,,,,,,,,
144,5.2,144-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6,31.9,33.1,39.9,47.7,90.4,105.0,109.6,118.3,127.5,136.8,139.8,141.7,143.2,157.2,,,,,,,,,,,,
144,5.3,144-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
144,5.4,144-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1,,,,,,,,,,,,
144,5.5,144-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,5.3,5.2,5.5,5.7,5.7,5.9,5.9,6.4,7.2,7.5,8.3,8.6,8.8,8.5,13.3,,,,,,,,,,,,
144,5.6,144-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,6.7,7.1,8.0,4.2,6.4,7.0,9.1,9.5,9.7,9.9,11.3,11.8,11.9,11.9,9.9,,,,,,,,,,,,
144,5.7,144-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,7.7,7.8,8.4,8.0,8.0,9.2,9.8,10.5,11.0,11.4,12.7,13.5,13.6,13.9,..,,,,,,,,,,,,
275,0,275-0,STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note: the data on hotel activity represent the responded hotels in the West Bank only.,,,,,,,,,,,
275,5.1,275-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,10.6,..,15.6,16.1,16.0,23.1,21.2,26.5,21.7,28.6,34.0,34.9,41.6,36.3,40.8,..,,,,,,,,,,,,
275,5.2,275-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,1.5,2.0,2.7,3.1,2.9,3.3,3.0,2.5,3.0,3.0,2.9,3.5,4.1,..,,,,,,,,,,,,
275,5.3,275-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
275,5.4,275-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,8.3,8.0,8.8,13.5,13.6,16.3,14.1,18.7,20.8,20.9,26.2,22.6,27.3,..,,,,,,,,,,,,
275,5.5,275-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,0.9,0.6,0.3,0.4,0.5,1.3,1.2,1.3,0.8,5.0,4.9,..,,,,,,,,,,,,
275,5.6,275-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,0.7,0.5,0.8,0.8,0.9,0.8,0.8,0.9,1.1,1.1,1.5,1.2,0.9,..,,,,,,,,,,,,
275,5.7,275-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,2.2,..,5.1,4.6,2.8,5.1,3.5,5.7,3.3,5.2,7.9,8.6,10.2,4.0,3.6,..,,,,,,,,,,,,
736,0,736-0,SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,5.1,736-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
736,5.2,736-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
736,5.3,736-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
736,5.4,736-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
736,5.5,736-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
736,5.6,736-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
736,5.7,736-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,0,740-0,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,5.1,740-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,5.2,740-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,5.3,740-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,5.4,740-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,5.5,740-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,5.6,740-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
740,5.7,740-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
752,0,752-0,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Tourism Satellite Account (TSA) data.,,,,,,,,,,,
752,5.1,752-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136.0,138.4,284.4,287.0,284.5,244.4,237.5,..,,,,,,,,,,,,
752,5.2,752-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.5,33.3,48.8,50.0,50.4,37.6,36.1,..,,,,,,,,,,,,
752,5.3,752-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
752,5.4,752-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.1,23.3,141.9,141.9,139.7,124.7,119.6,..,,,,,,,,,,,,
752,5.5,752-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6,14.7,45.4,46.0,44.8,38.5,39.1,..,,,,,,,,,,,,
752,5.6,752-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,9.7,11.1,10.9,10.7,8.9,9.1,..,,,,,,,,,,,,
752,5.7,752-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.3,57.4,37.2,38.2,38.9,34.7,33.6,..,,,,,,,,,,,,
756,0,756-0,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Full-time equivalent jobs.,,,,,,,,,,,
756,5.1,756-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,151.1,150.1,149.1,149.6,150.1,152.2,156.0,158.7,158.0,159.9,153.8,157.2,163.5,166.7,165.1,166.4,169.3,174.5,174.2,150.1,158.1,..,,,,,,,,,,,,
756,5.2,756-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,33.5,32.4,31.0,30.8,30.6,30.7,31.9,31.2,30.1,31.9,29.8,29.9,31.1,32.1,31.4,31.7,32.1,33.0,32.2,27.1,27.0,..,,,,,,,,,,,,
756,5.3,756-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,3.0,2.9,2.8,2.8,2.8,2.9,3.0,3.2,3.2,3.2,3.1,3.2,3.3,3.4,3.4,3.3,3.3,3.4,3.6,3.5,3.4,..,,,,,,,,,,,,
756,5.4,756-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,41.6,41.3,41.2,41.3,41.6,42.1,42.6,43.0,43.0,42.3,36.5,38.5,41.6,42.5,41.8,42.8,43.8,46.4,45.1,30.9,39.1,..,,,,,,,,,,,,
756,5.5,756-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,26.5,26.8,26.6,26.0,25.6,25.8,26.6,27.8,28.0,28.6,30.1,30.6,31.6,32.0,31.8,32.2,32.7,33.5,34.7,33.8,33.3,..,,,,,,,,,,,,
756,5.6,756-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,10.0,10.2,10.6,11.0,11.4,11.9,12.6,13.5,13.6,13.5,13.4,13.4,13.4,13.5,13.2,13.0,13.5,13.6,13.4,10.7,10.4,..,,,,,,,,,,,,
756,5.7,756-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,36.5,36.5,36.9,37.6,38.1,38.8,39.3,40.0,40.1,40.4,40.8,41.6,42.4,43.1,43.5,43.4,43.9,44.7,45.3,44.2,44.7,..,,,,,,,,,,,,
760,0,760-0,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,5.1,760-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
760,5.2,760-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
760,5.3,760-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
760,5.4,760-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
760,5.5,760-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
760,5.6,760-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
760,5.7,760-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
158,0,158-0,TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,5.1,158-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136.3,145.0,154.7,160.5,171.7,185.2,197.1,100.7,101.6,105.2,102.9,100.1,101.7,,,,,,,,,,,,
